dataset,protein,cell,seed,pairs,comp,full,gain,published
PUM1:K562,PUM1,K562,7,2658,0.5862924425375698,0.6998071044664912,0.11351466192892135,0.1112005666270911
QKI:HepG2,QKI,HepG2,7,9990,0.6206100995890785,0.8702094386678971,0.2495993390788186,0.2473697821946068
QKI:K562,QKI,K562,7,2189,0.6778184706496894,0.9154911147790116,0.2376726441293222,0.2376649224777485
RBFOX2:K562,RBFOX2,K562,7,3519,0.6338253403094685,0.7222149140285905,0.08838957371912204,0.0843183042148251
RBM15:HepG2,RBM15,HepG2,7,1500,0.5934293333333334,0.6361613333333334,0.04273199999999999,0.0421408888888887
RPS3:HepG2,RPS3,HepG2,7,5658,0.5543967125318356,0.6780781061072633,0.12368139357542762,0.1223227564932758
RPS3:K562,RPS3,K562,7,2372,0.5684626218189159,0.6924744205159121,0.12401179869699619,0.1264595519964508
SAFB2:K562,SAFB2,K562,7,3744,0.5433711745059902,0.5848282465620206,0.04145707205603044,0.0406625672300753
SLTM:K562,SLTM,K562,7,3638,0.6303083692052704,0.6620842363652134,0.03177586715994296,0.0340020454118278
SMNDC1:K562,SMNDC1,K562,7,2465,0.5906841830248221,0.6685229727338932,0.0778387897090711,0.0784952828442
SND1:K562,SND1,K562,7,4132,0.5626503506267987,0.704608284782244,0.14195793415544533,0.1417393488265739
SRSF1:HepG2,SRSF1,HepG2,7,1791,0.6145988332380932,0.7289502915034258,0.11435145826533266,0.1179618546856748
SRSF1:K562,SRSF1,K562,7,3864,0.5973751977161375,0.7741803085443377,0.17680511082820027,0.1788301607662598
STAU2:HepG2,STAU2,HepG2,7,848,0.6121214733891064,0.6315525987896049,0.019431125400498517,0.0126907929868279
SUB1:HepG2,SUB1,HepG2,7,3297,0.6118883270781639,0.6477614183867119,0.03587309130854799,0.0348771582956685
TAF15:HepG2,TAF15,HepG2,7,768,0.651640150282118,0.6811438666449653,0.02950371636284732,0.0302530924479166
TIA1:HepG2,TIA1,HepG2,7,1729,0.5964840918419196,0.6407565829196831,0.04427249107776343,0.0450308268335115
TIA1:K562,TIA1,K562,7,5883,0.6165652051944183,0.6659297920879902,0.04936458689357193,0.0463367642511899
TRA2A:HepG2,TRA2A,HepG2,7,921,0.6848053796032025,0.7973889496027662,0.11258356999956365,0.1169337487813014
U2AF1:K562,U2AF1,K562,7,1230,0.612849494348602,0.7285755833168088,0.1157260889682068,0.1190118315817303
U2AF2:HepG2,U2AF2,HepG2,7,10702,0.5995244384307573,0.7522099520064138,0.15268551357565652,0.1520729467166455
UCHL5:HepG2,UCHL5,HepG2,7,2233,0.5639257973214148,0.6909619558754014,0.12703615855398664,0.1201334298914483
XPO5:HepG2,XPO5,HepG2,7,4612,0.640442952469857,0.6786476641123987,0.03820471164254169,0.0398719417737774
YBX3:HepG2,YBX3,HepG2,7,2042,0.5752126499245521,0.6062777173959965,0.03106506747144433,0.0329236858488874
YBX3:K562,YBX3,K562,7,17979,0.5552969525004144,0.7064184933655209,0.15112154086510643,0.1528321750783023
YWHAG:K562,YWHAG,K562,7,798,0.5910217272504569,0.6000527634876666,0.009031036237209689,0.0151412365500217
ZNF622:K562,ZNF622,K562,7,14969,0.5719715104002254,0.7323666586140093,0.16039514821378387,0.1608760628290428
ZNF800:HepG2,ZNF800,HepG2,7,2938,0.5679544254970317,0.6828850243354723,0.11493059883844059,0.1198126379485078
ZNF800:K562,ZNF800,K562,7,2436,0.5895587129025213,0.7419726610422211,0.15241394813969988,0.1499385921629848
