dataset,protein,cell,seed,pairs,comp,full,gain,published
PPIL4:K562,PPIL4,K562,6007,657,0.7092684102129277,0.7129913425028206,0.003722932289892844,-0.003060300625456
PRPF4:HepG2,PRPF4,HepG2,6007,8638,0.8853134094513165,0.8914142568889996,0.006100847437683021,0.0057320510616081
PTBP1:HepG2,PTBP1,HepG2,6007,8345,0.96608854015403,0.9694843085468241,0.0033957683927940963,0.0040398789765
PTBP1:K562,PTBP1,K562,6007,7779,0.9617202405023423,0.9650173919284338,0.003297151426091549,0.0027122791429428
PUM1:K562,PUM1,K562,6007,2646,0.7304593879207851,0.7783342445905883,0.04787485666980318,0.0374862634841254
QKI:HepG2,QKI,HepG2,6007,9987,0.8005249920922031,0.9151625560209347,0.11463756392873159,0.1151148198021847
QKI:K562,QKI,K562,6007,2188,0.8649700125998884,0.9558724002286028,0.09090238762871439,0.0902765415599112
RBFOX2:K562,RBFOX2,K562,6007,3471,0.8084514063557113,0.837073381031506,0.028621974675794637,0.0358898345857923
RBM15:HepG2,RBM15,HepG2,6007,1489,0.698134201967326,0.7234733692928802,0.02533916732555419,0.0307916066448069
RPS3:HepG2,RPS3,HepG2,6007,5643,0.63246214315541,0.7129273904971789,0.08046524734176885,0.0745863515087786
RPS3:K562,RPS3,K562,6007,2365,0.6911424088964775,0.7501890233273291,0.059046614430851574,0.0523710919911243
SAFB2:K562,SAFB2,K562,6007,3744,0.7977044610407992,0.8064056336291914,0.008701172588392203,0.0072621893034553
SLTM:K562,SLTM,K562,6007,3540,0.7413310351431581,0.7596002904657028,0.018269255322544642,0.0182788146311936
SMNDC1:K562,SMNDC1,K562,6007,2438,0.7276594069427126,0.7577611390877688,0.03010173214505618,0.024328082948866
SND1:K562,SND1,K562,6007,4130,0.669470888613992,0.7577413246252249,0.08827043601123297,0.0815727945875278
SRSF1:HepG2,SRSF1,HepG2,6007,1781,0.8137388826659595,0.8505177081307115,0.036778825464751974,0.0391010246545262
SRSF1:K562,SRSF1,K562,6007,3860,0.7931559907648527,0.8620605251147682,0.0689045343499155,0.0683886796292908
STAU2:HepG2,STAU2,HepG2,6007,839,0.7007419866717998,0.7006354406247292,-0.00010654604707061033,0.0065094983666307
SUB1:HepG2,SUB1,HepG2,6007,3296,0.8184829066123104,0.8252741996771608,0.006791293064850379,0.0068445902358846
TAF15:HepG2,TAF15,HepG2,6007,768,0.9287245008680557,0.9283498128255209,-0.0003746880425348209,0.0024549696180556
TIA1:HepG2,TIA1,HepG2,6007,1729,0.8286074219226939,0.8377482612970117,0.009140839374317866,0.0036792831837123
TIA1:K562,TIA1,K562,6007,5808,0.8388964838562181,0.8480475894368176,0.009151105580599506,0.0087422969285712
TRA2A:HepG2,TRA2A,HepG2,6007,919,0.9321943589628222,0.941876312072189,0.009681953109366814,0.0051736767485821
U2AF1:K562,U2AF1,K562,6007,1227,0.8189978406261188,0.8407118029609525,0.021713962334833692,0.0203748441680279
U2AF2:HepG2,U2AF2,HepG2,6007,10699,0.8054547464941936,0.8588463748237825,0.05339162832958888,0.0527913676519904
UCHL5:HepG2,UCHL5,HepG2,6007,2230,0.6991047477327114,0.7465293892899515,0.04742464155724013,0.0499997890448372
XPO5:HepG2,XPO5,HepG2,6007,4537,0.7119357411441662,0.7539998918596922,0.04206415071552594,0.0444448104229127
YBX3:HepG2,YBX3,HepG2,6007,2041,0.6453288189854192,0.6476772945407966,0.0023484755553774272,-0.0073942291788544
YBX3:K562,YBX3,K562,6007,17977,0.6410779828380772,0.7448511844272506,0.10377320158917347,0.0998563962929834
YWHAG:K562,YWHAG,K562,6007,787,0.7023470661269776,0.7203201968454992,0.01797313071852158,0.0134401538215029
ZNF622:K562,ZNF622,K562,6007,14964,0.7503534813410511,0.8157193900842732,0.06536590874322212,0.0662078429519174
ZNF800:HepG2,ZNF800,HepG2,6007,2934,0.685817245476372,0.7469268231936506,0.06110957771727854,0.0515411893324622
ZNF800:K562,ZNF800,K562,6007,2426,0.774111728601051,0.8216331185447023,0.04752138994365129,0.0400870463513353
