dataset,protein,cell,seed,pairs,comp,full,gain,published
PTBP1:HepG2,PTBP1,HepG2,3007,8345,0.9660275398743735,0.9697543439185141,0.003726804044140608,0.0040398789765
PTBP1:K562,PTBP1,K562,3007,7782,0.9608900492678906,0.9640387364999764,0.003148687232085834,0.0027122791429428
PUM1:K562,PUM1,K562,3007,2647,0.735652581726767,0.7751071880848496,0.03945460635808262,0.0374862634841254
QKI:HepG2,QKI,HepG2,3007,9987,0.8002486641064345,0.9148364988232575,0.11458783471682299,0.1151148198021847
QKI:K562,QKI,K562,3007,2188,0.8581908883088409,0.9529829065970609,0.09479201828821993,0.0902765415599112
RBFOX2:K562,RBFOX2,K562,3007,3467,0.8061936147061806,0.8387242390634546,0.03253062435727405,0.0358898345857923
RBM15:HepG2,RBM15,HepG2,3007,1488,0.6979604759220719,0.721381716816973,0.023421240894901163,0.0307916066448069
RPS3:HepG2,RPS3,HepG2,3007,5643,0.6411191513833819,0.7151942617773596,0.07407511039397763,0.0745863515087786
RPS3:K562,RPS3,K562,3007,2367,0.6858529895198539,0.7403580673494459,0.05450507782959202,0.0523710919911243
SAFB2:K562,SAFB2,K562,3007,3744,0.7900396332137117,0.7992079349751626,0.009168301761450892,0.0072621893034553
SLTM:K562,SLTM,K562,3007,3530,0.7390202954842748,0.7550812541630219,0.016060958678747017,0.0182788146311936
SMNDC1:K562,SMNDC1,K562,3007,2434,0.7224283955927023,0.76495943187749,0.042531036284787715,0.024328082948866
SND1:K562,SND1,K562,3007,4130,0.6628112376809385,0.7432614367206234,0.08045019903968487,0.0815727945875278
SRSF1:HepG2,SRSF1,HepG2,3007,1783,0.8117885343883107,0.8606754954013555,0.048886961013044794,0.0391010246545262
SRSF1:K562,SRSF1,K562,3007,3861,0.7923211018264115,0.8568778387478208,0.06455673692140929,0.0683886796292908
STAU2:HepG2,STAU2,HepG2,3007,840,0.7086692176870748,0.7094883786848072,0.0008191609977323822,0.0065094983666307
SUB1:HepG2,SUB1,HepG2,3007,3296,0.824214699783203,0.8319906557816477,0.007775955998444606,0.0068445902358846
TAF15:HepG2,TAF15,HepG2,3007,768,0.9205373128255209,0.9211663140190973,0.0006290011935764506,0.0024549696180556
TIA1:HepG2,TIA1,HepG2,3007,1729,0.83653131137226,0.8392880140467732,0.002756702674513223,0.0036792831837123
TIA1:K562,TIA1,K562,3007,5802,0.8321840369086673,0.8405188644550887,0.008334827546421453,0.0087422969285712
TRA2A:HepG2,TRA2A,HepG2,3007,920,0.9244718809073724,0.9354879489603023,0.011016068052929873,0.0051736767485821
U2AF1:K562,U2AF1,K562,3007,1228,0.8204861590043395,0.85052493925665,0.030038780252310437,0.0203748441680279
U2AF2:HepG2,U2AF2,HepG2,3007,10698,0.799351201275306,0.8541866169137693,0.05483541563846328,0.0527913676519904
UCHL5:HepG2,UCHL5,HepG2,3007,2231,0.6914973617545523,0.7403455365202564,0.04884817476570402,0.0499997890448372
XPO5:HepG2,XPO5,HepG2,3007,4530,0.7149968081321969,0.7559887236914561,0.040991915559259184,0.0444448104229127
YBX3:HepG2,YBX3,HepG2,3007,2041,0.6396605981110892,0.6577961682615638,0.018135570150474623,-0.0073942291788544
YBX3:K562,YBX3,K562,3007,17978,0.6394511290118239,0.7424949092611072,0.10304378024928329,0.0998563962929834
YWHAG:K562,YWHAG,K562,3007,785,0.6891070631668628,0.7132459734674835,0.024138910300620764,0.0134401538215029
ZNF622:K562,ZNF622,K562,3007,14963,0.7493344596057206,0.8173607174647274,0.06802625785900673,0.0662078429519174
ZNF800:HepG2,ZNF800,HepG2,3007,2936,0.6836056118168522,0.745978351053167,0.06237273923631481,0.0515411893324622
ZNF800:K562,ZNF800,K562,3007,2426,0.7778203496199798,0.8325970575701949,0.05477670795021505,0.0400870463513353
