arm,dataset,rows,n_pos,n_neg,pos_mismatch,neg_mismatch,auroc_stored,tv_stored,agree_published,none_published,auroc_published,tv_published,agree_reversed,none_reversed,auroc_reversed,tv_reversed,agree_coding_first,none_coding_first,auroc_coding_first,tv_coding_first,agree_majority,none_majority,auroc_majority,tv_majority
gc,K562:APOBEC3C,2038,1019,1019,0,51,0.5,0.0,1987,0,0.5250837618130881,0.04416094210009813,703,0,0.6389979015005378,0.2306182531894014,1784,0,0.5603528060087003,0.10893032384690877,1727,0,0.6407737771353123,0.239450441609421
gc,K562:AQR,48802,24401,24401,0,3423,0.5,0.0,45379,0,0.5568910435034029,0.09618458259907386,31817,0,0.5638861256940003,0.1249129134051883,44374,0,0.5588598773500495,0.09618458259907386,43733,0,0.5851493527049829,0.15241178640219666
gc,K562:BUD13,17608,8804,8804,0,1351,0.5,0.0,16257,0,0.5675266276470508,0.12005906406179012,7137,0,0.5942118411543552,0.11597001363016815,14689,0,0.626520015064814,0.22432985006815084,14216,0,0.6687840702596668,0.2813493866424352
gc,K562:CPSF6,1582,791,791,0,69,0.5,0.0,1513,0,0.5417481112579734,0.07585335018963339,657,0,0.6085705015814769,0.16814159292035397,1387,0,0.595604629196028,0.1643489254108723,1390,0,0.6028727098952981,0.16182048040455121
gc,K562:CSTF2T,21186,10593,10593,0,1268,0.5,0.0,19918,0,0.5467615487942789,0.08382894364202775,17453,0,0.5320801942764427,0.06296610969508167,19740,0,0.54746193062362,0.08382894364202775,19723,0,0.5549320775064984,0.10270933635419618
gc,K562:DDX1,7128,3564,3564,0,531,0.5,0.0,6597,0,0.5641563408117841,0.12457912457912458,6430,0,0.5182815891172605,0.036195286195286155,6572,0,0.5645866634923873,0.12457912457912458,6640,0,0.5587313306402344,0.11588103254769921
gc,K562:DDX24,19180,9590,9590,0,1422,0.5,0.0,17758,0,0.5707627862269635,0.13712200208550576,5714,0,0.6813981423993756,0.2859228362877998,15136,0,0.6603629247532569,0.3087591240875912,14826,0,0.7120413871766406,0.31762252346193953
gc,K562:DDX3X,13336,6668,6668,0,433,0.5,0.0,12903,0,0.5485902482071071,0.06193761247750447,3561,0,0.6176986220932178,0.20770845830833828,12160,0,0.545350711651311,0.08143371325734852,10329,0,0.7045656105731464,0.37297540491901626
gc,K562:DDX43,18188,9094,9094,0,1235,0.5,0.0,16953,0,0.5666028817411229,0.12733670552012322,5822,0,0.698201974645093,0.3120738948757422,14547,0,0.6618144525165381,0.3075654277545634,14631,0,0.679647011065281,0.25346382230041786
gc,K562:DDX52,2372,1186,1186,0,173,0.5,0.0,2199,0,0.5585690560758029,0.10202360876897133,1950,0,0.5372750953365429,0.06745362563237772,2182,0,0.5592469337322159,0.10202360876897132,2183,0,0.5642693424408998,0.11635750421585157
gc,K562:DDX55,2200,1100,1100,0,52,0.5,0.0,2148,0,0.5219115702479339,0.04000000000000001,725,0,0.6173190082644628,0.18363636363636365,1884,0,0.523249173553719,0.039999999999999994,1964,0,0.598700826446281,0.1636363636363636
