dataset,protein,cell,pairs,auroc_gc,auroc_dn,cost,composition_auroc_gc,composition_auroc_dn,delta_auroc_gc,delta_auroc_dn,delta_p_gc,delta_p_dn,helps_gc,helps_dn,contrast,total_gain,dominant,dominant_frac,frac_exon_nc,frac_intron,frac_utr5,frac_utr3,frac_cds
RPS3:K562,RPS3,K562,2369,0.7364108050357072,0.6963264505231068,-0.0400843545126003,0.6925141670026929,0.5684626218189159,0.0523331386964843,0.1241134625720534,6.608875840002642e-23,1.5941863210222082e-43,True,True,0.0717803238755691,0.1764466012685377,cds,0.5052764879696074,0.004643309413254538,0.011397214014352047,0.14563106796116504,0.3330519206416209,0.5052764879696074
SAFB2:K562,SAFB2,K562,3744,0.797608367119585,0.5853899715328,-0.212218395586785,0.7989757258336985,0.5433711745059902,0.0072877287420558,0.0413561270682665,8.866115386803875e-07,3.1317190918906244e-12,True,True,0.034068398326210704,0.0486438558103223,intron,0.8015491452991453,0.09615384615384616,0.8015491452991453,0.005608974358974359,0.03418803418803419,0.0625
SLTM:K562,SLTM,K562,3574,0.7498433472611526,0.6600526053616712,-0.0897907418994814,0.734357899134112,0.631046446685183,0.0182990127354526,0.032974278468784,8.393100193793864e-13,6.150688397510831e-13,True,True,0.014675265733331399,0.0512732912042366,intron,0.7000559597090095,0.13262451035254616,0.7000559597090095,0.03357582540570789,0.05316172355903749,0.08058198097369894
SMNDC1:K562,SMNDC1,K562,2448,0.7427211489170832,0.6688980411357379,-0.0738231077813452,0.7245844279977786,0.590505289056939,0.0243254130355846,0.0778476768059116,6.410564641973678e-12,2.554912502427674e-26,True,True,0.05352226377032701,0.1021730898414962,intron,0.4599673202614379,0.4084967320261438,0.4599673202614379,0.04779411764705882,0.04779411764705882,0.03594771241830065
SND1:K562,SND1,K562,4130,0.7460921386652909,0.7069942736735173,-0.0390978649917735,0.6635916843037127,0.5626503506267987,0.0815877445491267,0.1419282974522274,2.3051925216724523e-64,1.615619444008113e-90,True,True,0.0603405529031007,0.2235160420013541,cds,0.5573849878934625,0.0036319612590799033,0.01476997578692494,0.04067796610169491,0.38353510895883774,0.5573849878934625
SRSF1:HepG2,SRSF1,HepG2,1787,0.8529634376735041,0.7320272807676325,-0.1209361569058716,0.81737657001117,0.6145988332380932,0.0390740938488473,0.1143402352041864,8.1557689395664e-22,3.232972520951625e-36,True,True,0.0752661413553391,0.1534143290530337,cds,0.4599888080581981,0.08393956351426973,0.041969781757134866,0.15836597649692222,0.2557358701734751,0.4599888080581981
SRSF1:K562,SRSF1,K562,3861,0.862046708459555,0.7755832090240002,-0.0864634994355547,0.7931860459702988,0.5973751977161375,0.0683888808726932,0.1767104053341565,1.2500788299440696e-79,7.74095777590853e-144,True,True,0.1083215244614633,0.24509928620684968,cds,0.6065786065786066,0.013727013727013727,0.00259000259000259,0.09816109816109816,0.2789432789432789,0.6065786065786066
STAU2:HepG2,STAU2,HepG2,842,0.730635123927308,0.6123245038269847,-0.1183106201003233,0.7009862277915381,0.6121214733891064,0.0064685936098307,0.0196730931826273,0.049108313922871,0.0004296315133323,True,True,0.013204499572796602,0.026141686792458,intron,0.6437054631828979,0.04513064133016627,0.6437054631828979,0.009501187648456057,0.29691211401425177,0.004750593824228029
SUB1:HepG2,SUB1,HepG2,3296,0.8158966590866245,0.6430961906988173,-0.1728004683878071,0.8192552093152041,0.6118883270781639,0.0068201048343387,0.0356217621942687,2.5468884840159766e-06,2.2438983939355258e-12,True,True,0.02880165735993,0.0424418670286074,utr3,0.7627427184466019,0.026092233009708737,0.007281553398058253,0.06067961165048544,0.7627427184466019,0.14320388349514562
TAF15:HepG2,TAF15,HepG2,768,0.9204186333550348,0.6655222574869791,-0.2548963758680557,0.9356689453125,0.651640150282118,0.0024549696180556,0.029451158311632,0.0414024745206111,0.0006444165023804,True,True,0.0269961886935764,0.0319061279296876,intron,0.8528645833333334,0.10416666666666667,0.8528645833333334,0.01953125,0.01953125,0.00390625
TIA1:HepG2,TIA1,HepG2,1729,0.8287756808045385,0.6404297659662792,-0.1883459148382592,0.8412251655075312,0.5964840918419196,0.0037057095289722,0.0442360294115188,0.0096444966664454,9.064119291535994e-09,True,True,0.0405303198825466,0.047941738940491,utr3,0.6923076923076923,0.13938692886061307,0.13128976286871025,0.016194331983805668,0.6923076923076923,0.020821283979178717
TIA1:K562,TIA1,K562,5831,0.8394998541347598,0.6648513368611895,-0.1746485172735703,0.83312669458601,0.6165652051944183,0.0087680023867841,0.0494818372970644,2.9888445753826225e-14,4.4015589978478745e-35,True,True,0.0407138349102803,0.0582498396838485,utr3,0.43525981821299947,0.14508660607099982,0.35825758874978564,0.03567141142171154,0.43525981821299947,0.025724575544503515
TRA2A:HepG2,TRA2A,HepG2,920,0.9263705103969756,0.8022071557493684,-0.1241633546476072,0.9331214555765596,0.6848053796032025,0.0051736767485821,0.1124810048087746,0.0036178073915189,2.0002358067299553e-24,True,True,0.1073073280601925,0.1176546815573567,cds,0.55,0.051086956521739134,0.02826086956521739,0.06630434782608696,0.30434782608695654,0.55
U2AF1:K562,U2AF1,K562,1229,0.8364418073926753,0.7317449930596867,-0.1046968143329886,0.8269604704851099,0.612849494348602,0.0203629271186361,0.1158285412122414,8.450030108962445e-08,5.975172398934183e-25,True,True,0.0954656140936053,0.1361914683308775,utr3,0.3287225386493084,0.13588283157038242,0.17005695687550854,0.08136696501220504,0.3287225386493084,0.2839707078925956
U2AF2:HepG2,U2AF2,HepG2,10699,0.8572071043307327,0.7511691584884274,-0.1060379458423053,0.8068869383666182,0.5995244471618804,0.0528047250267346,0.152628263602103,4.5936824310572506e-167,7.125921238037732e-302,True,True,0.0998235385753684,0.20543298862883758,intron,0.4055519207402561,0.12945135059351343,0.4055519207402561,0.056453874193849896,0.19973829329843912,0.2088045611739415
UCHL5:HepG2,UCHL5,HepG2,2231,0.7394856430948047,0.6947994791316748,-0.0446861639631298,0.6910033248542752,0.5639257973214148,0.0499891408318584,0.1270718564447427,2.8308284595472194e-20,2.2367324473636932e-41,True,True,0.0770827156128843,0.1770609972766011,cds,0.554011653966831,0.04437471985656656,0.01523980277902286,0.08202599731062304,0.30434782608695654,0.554011653966831
XPO5:HepG2,XPO5,HepG2,4557,0.7558178176520949,0.6694342368906329,-0.086383580761462,0.710737553036179,0.6409689070333326,0.0444632538115092,0.0377220167408316,2.3698324170048927e-37,2.060072284424748e-23,True,True,-0.0067412370706776,0.0821852705523408,intron,0.7298661400043889,0.10950186526223392,0.7298661400043889,0.03598858898398069,0.09699363616414308,0.027649769585253458
YBX3:HepG2,YBX3,HepG2,2041,0.6474562022392018,0.614830959258126,-0.0326252429810757,0.6452402380307085,0.571895195987111,-0.0073812661123114,0.0329404733697158,0.1863949804060637,2.3566235451788496e-05,False,True,0.0403217394820272,0.025559207257404397,utr3,0.43165115139637433,0.03282704556589907,0.21460068593826556,0.060264576188143064,0.43165115139637433,0.26065654091131796
YBX3:K562,YBX3,K562,17979,0.736155629664796,0.7071034301251913,-0.0290521995396046,0.6404943341314879,0.5552969525004144,0.0998600591556652,0.151121902820287,0.0,0.0,True,True,0.0512618436646218,0.25098196197595224,cds,0.4645419656265643,0.020078981033427888,0.030758106680015575,0.08454307803548584,0.4000778686245064,0.4645419656265643
YWHAG:K562,YWHAG,K562,790,0.7131293062009293,0.5880239445732125,-0.1251053616277168,0.72081236981253,0.5910217272504569,0.0134369492068578,0.0090153328182612,0.0078192860738976,0.2320730081371352,True,False,-0.004421616388596601,0.022452282025119,intron,0.6354430379746835,0.1379746835443038,0.6354430379746835,0.0189873417721519,0.08860759493670886,0.1189873417721519
ZNF622:K562,ZNF622,K562,14967,0.8162941389030969,0.7323849653146264,-0.0839091735884705,0.750090460923566,0.5719715059373535,0.0661863395521462,0.1604287223992403,1.9111226909811448e-237,0.0,True,True,0.0942423828470941,0.2266150619513865,cds,0.571256764882742,0.03187011425135298,0.012961849402017772,0.07676889156143515,0.3071423799024521,0.571256764882742
ZNF800:HepG2,ZNF800,HepG2,2936,0.7438825507279733,0.6853174130579747,-0.0585651376699986,0.6945457451981972,0.5679544254970317,0.0515451336040806,0.1149136847236813,3.403284573680925e-27,5.4023001004005e-46,True,True,0.0633685511196007,0.16645881832776188,cds,0.6447547683923706,0.0027247956403269754,0.005108991825613079,0.05483651226158038,0.29257493188010897,0.6447547683923706
ZNF800:K562,ZNF800,K562,2430,0.8216775897983031,0.7443617359746117,-0.0773158538236913,0.7831926027536453,0.5895587129025213,0.0401005944215819,0.1523251393304052,4.224706727274753e-26,1.8539786707845727e-69,True,True,0.1122245449088233,0.1924257337519871,cds,0.5868312757201646,0.008641975308641974,0.00905349794238683,0.06296296296296296,0.3325102880658436,0.5868312757201646
