dataset,protein,cell,supplied_2s_n1,supplied_cf_n1,comp_n1,n_n1,supplied_2s_n2,supplied_cf_n2,comp_n2,n_n2,chrom_2s_n1,chrom_cf_n1,chrom_comp_n1,chrom_2s_n2,chrom_cf_n2,chrom_comp_n2,chrom_blocked,chrom_neighbours,chrom_cross_fold,supplied_neighbours,supplied_cross_fold
SF3B1:K562,SF3B1,K562,0.017397551956621626,0.018733645628222884,0.7508699703586894,4870,-6.307738363786619e-05,-0.00013526219699888653,0.6226849208792044,4870,0.016266881422108304,0.018511019568324683,0.7486226277464593,-0.00034658829779621314,-0.00018012472119055545,0.620829029088962,1,2329,0,2329,3
SF3B4:HepG2,SF3B4,HepG2,0.025726878459689795,0.02628708749863562,0.8377359953775044,39843,0.027022298690852598,0.027781972721906745,0.7778037307674531,39851,0.024811897407968075,0.02623131050569716,0.836901769514014,0.026520169797636495,0.02798854381034166,0.7769190421120253,1,20387,0,20387,72
SF3B4:K562,SF3B4,K562,0.05937237728930622,0.060121473906521006,0.7320421792897266,39906,0.06284981715853433,0.06392903736772593,0.6663931364408043,39905,0.05841684154826943,0.06088293104994791,0.7298491391119555,0.06235057356720941,0.06505698877526589,0.6632912675581522,1,19304,0,19304,43
SFPQ:HepG2,SFPQ,HepG2,0.03612153998267442,0.036697397519454666,0.8031126233118693,39554,0.03907072488681307,0.03972893598281435,0.7591063924856443,39558,0.035550680787557076,0.03689183428848308,0.8022814770726006,0.03583444066388053,0.04082471387705677,0.7541400425559401,1,17217,0,17217,30
SLBP:K562,SLBP,K562,0.03506634124377772,0.03718540171025675,0.7229569648478958,1058,0.010641757283600284,0.013082428950725644,0.76569909341376,1058,0.04141994918543024,0.041201968260547894,0.5836099785235187,-0.00039665381413012124,-0.0017259801101338068,0.6474426549361959,1,529,0,529,12
SLTM:HepG2,SLTM,HepG2,0.006101498297248709,0.006481488948777203,0.900274768439338,27057,0.009512783268514347,0.010151970036772928,0.794575298308408,27066,0.006219048104239788,0.007246557119469532,0.8995332386421938,0.006945279520099823,0.00925687813902798,0.7920077454178215,1,13395,0,13395,47
SMNDC1:HepG2,SMNDC1,HepG2,0.05219665756420944,0.054421590597106606,0.7146839929971334,9482,0.029949707437544992,0.03273396576717402,0.597761070487756,9482,0.050175131726401645,0.05502860891945893,0.7105523177142086,0.025111490233095668,0.02965171500694419,0.5910675856887289,1,4087,0,4087,4
SND1:HepG2,SND1,HepG2,0.0671449226466152,0.06791457159691006,0.8114825646310492,39978,0.0328572765847126,0.03387928002255636,0.7756806818608878,39990,0.06668528964798881,0.06827934527043644,0.8105567964828119,0.0328889124006434,0.03412923498441489,0.7751787384205391,1,26206,0,26206,77
SRSF7:HepG2,SRSF7,HepG2,0.040479968902828345,0.04138897975237299,0.8652112882143093,18768,0.0338474804640988,0.03543980365181054,0.7743999155296329,18770,0.04080982558885937,0.04249552759553188,0.8640458483418958,0.034128128717398565,0.03596424655469599,0.7746066067975371,1,7681,0,7681,18
SRSF7:K562,SRSF7,K562,0.06876303310262777,0.0694281014482433,0.838551942255986,23816,0.03449989997782332,0.03513888666727083,0.813464875120105,23815,0.06919440686738532,0.07004876937497195,0.8384875983198474,0.03321557206633807,0.03470301227977812,0.8127896372680458,1,10087,0,10087,26
SRSF9:HepG2,SRSF9,HepG2,0.03562108677715625,0.03616399204078369,0.8923660075939006,29424,0.04025491212573462,0.04086244685000362,0.8039300819531034,29434,0.03527717162232502,0.035808937690403275,0.8923258676806147,0.04007767409892893,0.04084596410133989,0.8037252203169831,1,12705,0,12705,69
SSB:HepG2,SSB,HepG2,0.0005686082599699605,0.0005736794596129524,0.7669181559089618,2512,0.005901608584526596,0.006714268327315365,0.6770349456367399,2512,0.001624685585622121,0.0025869457178789856,0.7652180362286503,0.004755517465211412,0.0072239238914356685,0.6713120968396284,1,742,0,742,2
SSB:K562,SSB,K562,0.013383055414153633,0.014474421665869763,0.8013482036805651,1764,0.035342784128012394,0.03693034280983731,0.7009772162833388,1764,0.007832384654542057,0.01004596850077899,0.7950673844745759,0.036511278736740316,0.039790519382356004,0.6928196070567305,1,788,0,788,2
SUGP2:HepG2,SUGP2,HepG2,0.018027564382226857,0.018633725142737423,0.8073055863171263,39436,0.014221867649152786,0.01461059156976896,0.8543835904982913,39444,0.01711068048469877,0.01848678565298245,0.8065906265481068,0.013388285108933307,0.01513714810682698,0.8525758392856729,1,20544,0,20544,21
SUPV3L1:HepG2,SUPV3L1,HepG2,0.020495220124575164,0.021758129088956135,0.8260519198581785,10786,0.003842384414559641,0.004920627310348813,0.7124783149366332,10792,0.019413163877317174,0.02125284172567876,0.825055545164356,0.0018233449701370308,0.0038209878442753142,0.7087097023245947,1,4728,0,4728,6
SUPV3L1:K562,SUPV3L1,K562,-0.0014387633769322727,-0.001361474435196186,0.8026397146254459,1160,-0.0008263971462544317,-0.0005588585017836101,0.7362009512485137,1160,-0.003944708680142739,-0.004485731272295013,0.8004399524375744,-0.00018133174791923334,-0.00025267538644468956,0.7336117717003567,1,563,0,563,0
TAF15:K562,TAF15,K562,0.007700297760674379,0.008403575093200333,0.8847399586820432,19974,0.00927373604109294,0.010140347767006341,0.8347177655173214,19974,0.007151932938874284,0.008196627378884824,0.8843611845093224,0.00876699938216463,0.01065706034646885,0.8333953394444319,1,8599,0,8599,8
TARDBP:K562,TARDBP,K562,0.007184037046541247,0.007325750086134342,0.9761015738339123,39560,0.008834714086101259,0.008974532589154482,0.9720807133179573,39559,0.007015696422017492,0.007250483324660384,0.9759696806427834,0.008754172943687188,0.008968275378217538,0.9719809787944449,1,19678,0,19678,22
TBRG4:HepG2,TBRG4,HepG2,0.01268942770547321,0.01624187813236655,0.6869332025910739,5684,-0.0009192249184505341,-0.0003375230702582499,0.5481331388804818,5688,0.009804183752302853,0.012723598977833261,0.6756788445157584,-0.0008082008462556578,-0.0019641864531839692,0.5319421695636779,1,2509,0,2509,6
TBRG4:K562,TBRG4,K562,0.011709920507878446,0.01321936395762835,0.7852023050563417,12072,0.009164336929604056,0.011748154764806285,0.6579069321644685,12072,0.009515609018739268,0.011416123317527949,0.7841202728405358,0.0069322852371084265,0.008223439350642292,0.6573827138779867,1,5034,0,5034,12
TIAL1:HepG2,TIAL1,HepG2,0.06897646971395821,0.07005849907916983,0.7268351868518214,39729,0.026653450904524756,0.02759422486898455,0.7937744299369344,39735,0.0684680083860868,0.07031793503605854,0.7257349617692774,0.025245259169571876,0.027042204831649208,0.7930414982605942,1,18819,0,18819,68
TRA2A:K562,TRA2A,K562,0.046225030826503866,0.04711594629664673,0.8756947471012868,24996,0.01602748998649195,0.01689596627667178,0.8592266681376014,24996,0.04576447386006466,0.046568961675570675,0.8757174359611413,0.01507793815421421,0.016346977814417962,0.8587873979823969,1,12399,0,12399,12
TROVE2:HepG2,TROVE2,HepG2,0.014981462552669411,0.015570111509348283,0.8403763157159494,12319,0.003370373747042188,0.0041618484756479335,0.7293648599538212,12328,0.015636375042106465,0.01655681610314541,0.8400015867401242,0.0024772274676052586,0.0036091163402578452,0.7282307602579041,1,4375,0,4375,8
TROVE2:K562,TROVE2,K562,0.04973928639066627,0.05092121358511004,0.7322434490692823,8308,0.043191832781670714,0.04590270261749785,0.6258596281950862,8308,0.044232879122488855,0.04670232171183153,0.7310945544073628,0.04455225155536857,0.04917848671130198,0.6193577247098875,1,3197,0,3197,6
U2AF1:HepG2,U2AF1,HepG2,0.08212878710055094,0.0826773029154575,0.7341544535336353,39623,0.015384208643793862,0.016363719304138713,0.7206849412378928,39629,0.0811723965664628,0.08239356719281787,0.7337514807812329,0.013383461906046779,0.016152096913610525,0.7187287955121158,1,17367,0,17367,48
U2AF2:K562,U2AF2,K562,0.07196559946216174,0.07258975053061012,0.7824989871267092,39744,0.01799734636212824,0.018420452287554956,0.8477203452944254,39744,0.07191722981185866,0.07254790157815172,0.7822697320520413,0.017362055662682452,0.018253990900053307,0.8473142286357325,1,18750,0,18750,52
UCHL5:K562,UCHL5,K562,0.05823337597620282,0.05886436751417412,0.8360715022890358,39930,0.019642867379547124,0.020143959667961453,0.8209484780183502,39930,0.058012859845074316,0.058594727098493005,0.8358815379957751,0.019473229165314354,0.020125630572259356,0.8206754833731381,1,20189,0,20189,29
UPF1:HepG2,UPF1,HepG2,0.020721444567415648,0.021362505852487335,0.7529765098686804,39724,0.028465420602175495,0.029355620422416906,0.7247394876705151,39743,0.019427600799864164,0.020799044268164257,0.7523979405126113,0.0275618013967871,0.02918882903827913,0.7239533836846694,1,23388,0,23388,100
UPF1:K562,UPF1,K562,0.029189059793548022,0.03015397994865554,0.7119559095155651,39824,0.02461106961581716,0.026298270351222786,0.6991528298536489,39830,0.026942768326993494,0.029993932119886546,0.709507286439897,0.022854457638421644,0.025969383250568412,0.6972064381762244,1,23633,0,23633,108
UTP18:HepG2,UTP18,HepG2,0.027699897634212878,0.02964698020928125,0.7967752746002859,6276,0.0013847417745143087,0.0018206620958254316,0.6841774514179073,6280,0.02727906050955431,0.03065347556219955,0.7948570331795137,0.00015264310925411362,0.0010842224836707937,0.6793398312304758,1,2413,0,2413,2
UTP18:K562,UTP18,K562,0.031223217818983517,0.03299211374300415,0.79588699191588,5320,-0.0007186669681722435,-0.0006814969755214451,0.6517677652778563,5320,0.028334558200011295,0.0304066086268302,0.7935303013172028,-0.0006680705523206543,-0.00031672225676993015,0.6476923511786987,1,2290,0,2290,2
UTP3:K562,UTP3,K562,0.025871699008181648,0.02753052380545884,0.8141873844336607,6436,0.00410882153331904,0.0055509503913081515,0.6931971766952594,6436,0.02816438839792168,0.02967044448933709,0.8135203008558525,0.002469696366885765,0.00494827688101529,0.6868804514382856,1,3214,0,3214,2
WDR3:K562,WDR3,K562,0.0055183673469387795,0.00514693877551009,0.7899979591836734,1400,0.001583673469387814,0.002167346938775516,0.6771530612244898,1400,0.005695918367346842,0.006216326530612215,0.7909102040816327,-0.0007306122448978991,-0.00015918367346945406,0.6728183673469388,1,603,0,603,0
WDR43:HepG2,WDR43,HepG2,0.05688833143751815,0.05883616263932079,0.7695863778107442,10752,0.010820891121508192,0.011970512444794412,0.6702400227945856,10754,0.05590554082634469,0.05827805770486694,0.7693818546695443,0.012284014089726791,0.014490769600536746,0.6683188567676909,1,4536,0,4536,0
WDR43:K562,WDR43,K562,0.03784549569099149,0.039445167779224466,0.7999742355040265,7620,0.0021700732290352853,0.00268377870089076,0.6914513540138192,7620,0.037222187777708915,0.039712663869772125,0.8000458112027335,0.0010500754334842322,0.002028161834101483,0.6894842967463712,1,3233,0,3233,6
WRN:K562,WRN,K562,0.00779204537137157,0.008690607233414083,0.8255936219487755,6682,0.002041159866876696,0.0028357107297335427,0.6981926901858142,6682,0.006058797480550826,0.007214027312159366,0.825618258490357,0.0016970545715522256,0.0024652667317729415,0.69865961983935,1,2972,0,2972,10
XRCC6:HepG2,XRCC6,HepG2,0.020670402598022997,0.021863904716231564,0.7547664085713535,11636,0.035709238785271324,0.03880284911493881,0.7235212463181202,11638,0.017706928477881134,0.019358699485360398,0.7541199221025608,0.033625145046208504,0.038179325030527234,0.7220276590948443,1,3905,0,3905,2
XRCC6:K562,XRCC6,K562,0.02924746510669285,0.030033709365753558,0.7941396693735123,27722,0.040557252039593705,0.04255053167643774,0.6326368780751618,27726,0.02941707659405879,0.030289956112799943,0.794260094726665,0.040419326042700376,0.04254261733527209,0.6329057575395847,1,12184,0,12184,44
XRN2:HepG2,XRN2,HepG2,0.005157087007892414,0.005344292188618427,0.9506229509028195,39316,0.008845201067819275,0.009106483474310756,0.8726544190081595,39322,0.005118734050681084,0.005481820443388852,0.9504839864500019,0.008888253164936466,0.009575888958868073,0.8722496175388231,1,16633,0,16633,190
XRN2:K562,XRN2,K562,0.010870004403599198,0.011220026222139912,0.9106651909703224,32293,0.0042048075147080866,0.004496539501802732,0.8201878780538201,32294,0.010608970532876238,0.011218484275802854,0.9104219585248502,0.0036296741376103947,0.004209080205849758,0.819783955322931,1,15826,0,15826,69
ZC3H11A:HepG2,ZC3H11A,HepG2,0.047795427458699136,0.04930615048019993,0.6587813559101825,31329,0.016177983358909076,0.017325669088597895,0.7009095846341908,31338,0.04855230500675234,0.05065787705188529,0.6583429521553135,0.015719217802588115,0.018208273982520784,0.6992678568490173,1,13898,0,13898,104
ZC3H11A:K562,ZC3H11A,K562,0.04332921007656443,0.044802320834074316,0.6916559650584679,24352,0.013656931150830331,0.014572805974485514,0.7010660134604858,24352,0.04359849614760991,0.04594634988845159,0.6901599410734113,0.013527734812759262,0.014663224524753993,0.7007841274750872,1,11376,0,11376,87
ZC3H8:K562,ZC3H8,K562,0.02118434533160296,0.02350051984912993,0.742548399092351,3630,0.014998368356745617,0.017064408168840917,0.6913277022668457,3630,0.021272378176961038,0.02382745562309796,0.7408032238235094,0.00678277895407875,0.009973514256008675,0.6843224127070858,1,1416,0,1416,0
ZRANB2:K562,ZRANB2,K562,0.037189685249876314,0.03886546225429588,0.8347077383510808,14004,0.032907561011612185,0.03439819892317475,0.7408715382513131,14004,0.03951035900850397,0.0406231924233178,0.8348816185721453,0.03296201968495438,0.034878108333313174,0.7406397319507384,1,6252,0,6252,10
